PIB File Number,Subject Influencing Factors,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested
FTN2021-0105,Mentally unstable,0 feet to 1 feet,Male,Black,16,Medium,5'7'' to 5'9'',No,Yes,No
FTN2018-0281,Unknown,0 feet to 1 feet,Male,Black,20,Small,5'0'' to 5'3'',No,Yes,Yes
FTN2017-0474,None detected,1 feet to 3 feet,Male,Black,32,Small,5'7'' to 5'9'',No,No,Yes
FTN2019-0148,Mentally unstable,0 feet to 1 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2017-0632,None detected,4 feet to 6 feet,Male,Black,61,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0280,Unknown,1 feet to 3 feet,Male,Black,35,XLarge,5'10'' to 6'0'',No,Yes,No
FTN2021-0110,Unknown,7 feet to 10 feet,Male,Black,21,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2017-0064,Unknown,Unknown,Male,Unknown,Unknown,Unknown,Unknown,No,No,No
FTN2019-0100,Unknown Drugs,0 feet to 1 feet,Male,Black,16,Small,5'4'' to 5'6'',Yes,Yes,Yes
FTN2018-0192,None detected,11 feet to 14 feet,Male,Black,18,Medium,5'10'' to 6'0'',No,No,Yes
FTN2017-0501,None detected,7 feet to 10 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0217,None detected,7 feet to 10 feet,Male,Black,38,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0210,None detected,19 feet to 21 feet,Male,Black,28,Medium,5'10'' to 6'0'',No,No,Yes
FTN2020-0360,Unknown,1 feet to 3 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes
FTN2023-0212,None detected,1 feet to 3 feet,Male,Black,32,Small,5'4'' to 5'6'',Yes,Yes,Yes
FTN2019-0008,Mentally unstable,4 feet to 6 feet,Male,White,Unknown,Medium,5'7'' to 5'9'',No,Yes,No
FTN2019-0176,None detected,1 feet to 3 feet,Male,Black,0,Small,5'10'' to 6'0'',No,No,No
FTN2019-0305,None detected,1 feet to 3 feet,Male,Black,55,Medium,5'4'' to 5'6'',No,Yes,Yes
FTN2019-0044,None detected,1 feet to 3 feet,Male,Black,25,Small,6'1'' to 6'3'',No,No,Yes
FTN2019-0233,None detected,0 feet to 1 feet,Male,Black,39,Small,5'0'' to 5'3'',No,No,Yes
FTN2017-0537,Unknown,0 feet to 1 feet,Male,Black,22,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2019-0191,Unknown,7 feet to 10 feet,Male,Black,Unknown,Medium,5'7'' to 5'9'',No,No,No
FTN2019-0096,Unknown,0 feet to 1 feet,Male,White,32,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0255,Unknown,0 feet to 1 feet,Male,Black,16,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2017-0323,None detected,15 feet to 18 feet,Male,Black,32,Medium,5'4'' to 5'6'',No,No,Yes
FTN2021-0309,None detected,0 feet to 1 feet,Male,Black,24,Small,5'10'' to 6'0'',Yes,No,Yes
FTN2020-0002,Unknown,0 feet to 1 feet,Male,Black,57,Small,5'10'' to 6'0'',No,Yes,Yes
FTN2020-0010,Unknown,Unknown,Male,Black,24,Unknown,Unknown,Yes,Yes,Yes
FTN2017-0067,Unknown,11 feet to 14 feet,Female,Black,Unknown,Unknown,Unknown,No,No,No
FTN2017-0648,Mentally unstable,0 feet to 1 feet,Female,White,37,Small,5'0'' to 5'3'',Yes,Yes,No
FTN2016-0546,Mentally unstable,0 feet to 1 feet,Female,Black,40,Small,< 5'0'',No,Yes,No
FTN2016-0618,Unknown,1 feet to 3 feet,Male,Black,41,Medium,5'10'' to 6'0'',No,No,Yes
FTN2021-0331,Alchohol and unknown drugs,4 feet to 6 feet,Male,White,35,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2018-0003,Mentally unstable,0 feet to 1 feet,Male,Black,Unknown,Medium,5'4'' to 5'6'',No,Yes,No
FTN2019-0175,Mentally unstable,4 feet to 6 feet,Male,Black,22,Small,5'7'' to 5'9'',No,No,No
FTN2017-0015,Alchohol and unknown drugs,4 feet to 6 feet,Male,Black,Unknown,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2017-0025,None detected,0 feet to 1 feet,Male,Black,28,Medium,5'7'' to 5'9'',Yes,No,Yes
FTN2018-0318,Unknown ,11 feet to 14 feet ,Male ,Black ,27 ,Medium ,5'4'' to 5'6'' ,No ,Yes ,Yes 
FTN2018-0318, Unknown, 11 feet to 14 feet, Male, Black, 16, Medium, 5'4'' to 5'6'', No, Yes, Yes
FTN2018-0387,Unknown,0 feet to 1 feet,Male,Black,39,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2017-0506,Unknown,11 feet to 14 feet,Male,Black,23,Medium,6'1'' to 6'3'',No,No,Yes
FTN2017-0120,Mentally unstable,0 feet to 1 feet,Female,Black,18,Small,5'4'' to 5'6'',Yes,No,Yes
FTN2023-0510,None detected,1 feet to 3 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2021-0354,Unknown,1 feet to 3 feet,Male,Black,37,XLarge,5'7'' to 5'9'',Yes,Yes,Yes
FTN2022-0022,Mentally unstable,0 feet to 1 feet,Female,White,32,Large,5'7'' to 5'9'',No,Yes,No
FTN2021-0300,None detected,7 feet to 10 feet,Male,Black,33,Medium,5'7'' to 5'9'',No,No,No
FTN2019-0231,Mentally unstable,15 feet to 18 feet,Male,White,26,Unknown,Unknown,No,Yes,Yes
FTN2024-0146,Unknown,*Direct Contact,Male,Black,28,Medium,5'4'' to 5'6'',Yes,Yes,Yes
FTN2017-0623,Unknown,0 feet to 1 feet,Male,Black,43,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2017-0498,Mentally unstable,4 feet to 6 feet,Male,Black,28,Large,> 6'3'',Yes,Yes,No
FTN2018-0193,None detected,0 feet to 1 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2017-0247,None detected ,Unknown,Male ,Black ,24 ,Unknown,Unknown,No ,No ,No 
FTN2017-0247, None detected,Unknown, Male, Black, 16,Unknown,Unknown, No, No, No
FTN2020-0324,Mentally unstable,1 feet to 3 feet,Male,Black,44,Medium,5'4'' to 5'6'',No,No,No
FTN2018-0116,Unknown,1 feet to 3 feet,Male,Black,49,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0129,Unknown,1 feet to 3 feet,Male,Black,43,Medium,6'1'' to 6'3'',No,No,Yes
FTN2017-0275,None detected,1 feet to 3 feet,Male,Black,27,Medium,6'1'' to 6'3'',No,No,Yes
FTN2020-0180,None detected,0 feet to 1 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2024-0054,Alchohol,*Direct Contact,Male,White,42,XLarge,5'7'' to 5'9'',Yes,Yes,Yes
FTN2017-0062,None detected,11 feet to 14 feet,Male,Black,25,Medium,5'0'' to 5'3'',No,Yes,Yes
FTN2017-0152,None detected,0 feet to 1 feet,Male,Black,33,Medium,6'1'' to 6'3'',No,No,Yes
FTN2021-0358,Mentally unstable,0 feet to 1 feet,femaale,black,Unknown,Medium,5'4'' to 5'6'',Yes,Yes,Yes
FTN2017-0319,Unknown,1 feet to 3 feet,Male,Black,26,Medium,5'7'' to 5'9'',Yes,No,Yes
FTN2017-0180,Mentally unstable,11 feet to 14 feet,Male,Black,64,Large,5'10'' to 6'0'',Yes,Yes,Yes
FTN2017-0002,Mentally unstable,7 feet to 10 feet,Male,Black,22,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2019-0311,Unknown,1 feet to 3 feet,Male,Black,47,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2018-0094,Unknown,0 feet to 1 feet,Female,Black,Unknown,Medium,6'1'' to 6'3'',No,No,No
FTN2017-0478,None detected,0 feet to 1 feet,Male,Black,25,Small,5'10'' to 6'0'',No,No,Yes
FTN2018-0271,Unknown Drugs,0 feet to 1 feet,Male,Black,31,Medium,5'4'' to 5'6'',No,No,Yes
FTN2017-0622,None detected,0 feet to 1 feet,Male,Black,30,Medium,> 6'3'',Yes,No,Yes
FTN2021-0073,Unknown,1 feet to 3 feet,Male,Black,30,Small,5'7'' to 5'9'',Yes,Yes,Yes
FTN2017-0462,Mentally unstable,0 feet to 1 feet,Male,Black,52,Medium,5'10'' to 6'0'',No,No,Yes
FTN2019-0090,Alchohol,0 feet to 1 feet,Male,White,29,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0349,None detected,7 feet to 10 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0038,Unknown,0 feet to 1 feet,Female,Black,37,Large,5'7'' to 5'9'',No,Yes,Yes
FTN2017-0431,None detected ,0 feet to 1 feet ,Male ,Black ,21 ,Small ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2017-0431, None detected , 0 feet to 1 feet , Male , Black , 20 , Small , 5'10'' to 6'0'' , No , No , Yes 
FTN2017-0431, None detected, 0 feet to 1 feet, Male, Black, 62, Small, 5'10'' to 6'0'', No, No, Yes
FTN2020-0048,Unknown,0 feet to 1 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0274,Unknown,0 feet to 1 feet,Female,Black,19,Medium,5'0'' to 5'3'',No,No,Yes
FTN2022-0386,Unknown Drugs,1 feet to 3 feet,Male,Black,20,Large,6'1'' to 6'3'',Yes,Yes,Yes
FTN2018-0267,Unknown,0 feet to 1 feet,Male,Black,0,Large,5'10'' to 6'0'',Yes,Yes,Yes
FTN2018-0298,None detected,1 feet to 3 feet,Male,Hispanic,47,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0380,Unknown,4 feet to 6 feet,Male,Black,24,Small,5'0'' to 5'3'',No,No,Yes
FTN2021-0242,None detected,1 feet to 3 feet,Male,Black,50,Medium,6'1'' to 6'3'',No,No,Yes
FTN2021-0246,Mentally unstable,0 feet to 1 feet,Male,Black,33,Small,5'10'' to 6'0'',No,Yes,No
FTN2021-0253,None detected,11 feet to 14 feet,Male,Black,30,XLarge,5'10'' to 6'0'',No,No,Yes
FTN2021-0258,Unknown,11 feet to 14 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0461,None detected,11 feet to 14 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,No,No
FTN2019-0075,Mentally unstable,1 feet to 3 feet,Male,White,43,Medium,5'10'' to 6'0'',No,Yes,No
FTN2017-0048,Unknown,1 feet to 3 feet,Unknown,Unknown,46,Small,5'4'' to 5'6'',No,No,Yes
FTN2018-0337,Unknown,4 feet to 6 feet,Male,White,43,Medium,5'10'' to 6'0'',No,No,No
FTN2017-0073,Unknown,1 feet to 3 feet,Male,Black,30,Medium,< 5'0'',No,No,Yes
FTN2017-0085,Unknown,19 feet to 21 feet,Male,White,57,Large,5'10'' to 6'0'',Yes,Yes,Yes
FTN2022-0071,Unknown,0 feet to 1 feet,Male,White,25,Medium,5'10'' to 6'0'',No,No,No
FTN2018-0085,Unknown,1 feet to 3 feet,Male,Black,16,Small,5'4'' to 5'6'',No,No,Yes
FTN2017-0242,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,29,Medium,> 6'3'',No,No,Yes
FTN2018-0417,Mentally unstable,7 feet to 10 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0105,Alchohol,0 feet to 1 feet,Male,Asian,33,Small,5'7'' to 5'9'',No,Yes,No
FTN2021-0413,Unknown,Unknown,Male,Black,43,Medium,Unknown,No,No,No
FTN2016-0555,Alchohol,1 feet to 3 feet,Male,Black,53,Large,6'1'' to 6'3'',No,No,Yes
FTN2019-0376,Unknown,1 feet to 3 feet,Male,Black,38,Medium,6'1'' to 6'3'',Yes,No,Yes
FTN2018-0086,Unknown,22 feet to 25 feet,Female,Black,45,Small,5'4'' to 5'6'',No,No,Yes
FTN2018-0342,Mentally unstable,0 feet to 1 feet,Male,Black,60,Medium,5'10'' to 6'0'',No,Yes,No
FTN2019-0199,None detected,0 feet to 1 feet,Male,Black,45,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0269,Unknown Drugs,22 feet to 25 feet,Male,Black,17,Small,5'0'' to 5'3'',No,Yes,Yes
FTN2016-0272,Mentally unstable,1 feet to 3 feet,Male,Black,29,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2017-0637,Unknown,1 feet to 3 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0308,Unknown,1 feet to 3 feet,Female,Black,23,Small,< 5'0'',No,No,Yes
FTN2019-0071,Unknown ,4 feet to 6 feet ,Male ,Black ,17 ,Small ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2019-0071, Unknown , 4 feet to 6 feet , Male , Black , 16 , Small , 5'4'' to 5'6'' , No , No , Yes 
FTN2019-0071, Unknown, 4 feet to 6 feet, Male, Black, 18, Small, 5'4'' to 5'6'', No, No, Yes
FTN2016-0559,Mentally unstable,0 feet to 1 feet,Male,Black,23,Medium,5'7'' to 5'9'',No,Yes,No
FTN2019-0368,Unknown ,7 feet to 10 feet ,Male ,Black ,16 ,Medium ,5'10'' to 6'0'' ,No ,Yes ,Yes 
FTN2019-0368, Unknown, 7 feet to 10 feet, Male, Black, 17, Medium, 5'10'' to 6'0'', No, Yes, Yes
FTN2020-0171,None detected,0 feet to 1 feet,Male,Black,15,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0326,Unknown,0 feet to 1 feet,Male,Hispanic,19,Medium,5'7'' to 5'9'',No,No,No
FTN2023-0281,Unknown,0 feet to 1 feet,Male,White,22,Medium,5'10'' to 6'0'',No,No,Yes
FTN2020-0018,Unknown,Unknown,Male,Black,Unknown,Unknown,Unknown,No,No,No
FTN2018-0459,None detected,11 feet to 14 feet,Male,Black,19,Small,5'4'' to 5'6'',No,No,Yes
FTN2018-0160,Unknown Drugs,1 feet to 3 feet,Female,Asian,23,Small,5'4'' to 5'6'',No,No,Yes
FTN2020-0115,Unknown ,7 feet to 10 feet ,Male ,Black ,15 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2020-0115, Unknown, 7 feet to 10 feet, Male, Black, 19, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2018-0448,None detected,0 feet to 1 feet,Male,Black,39,Medium,5'10'' to 6'0'',Yes,No,Yes
FTN2020-0124,None detected,7 feet to 10 feet,Male,Black,36,Medium,5'10'' to 6'0'',No,No,Yes
FTN2017-0255,Mentally unstable,0 feet to 1 feet,Female,Black,29,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2020-0039,Unknown,Unknown,Male,Black,21,Unknown,Unknown,No,No,Yes
FTN2023-0289,Unknown,1 feet to 3 feet,Male,Black,32,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2023-0381,Alchohol and unknown drugs,1 feet to 3 feet,Male,White,54,Large,5'10'' to 6'0'',Yes,Yes,No
FTN2020-0163,Alchohol and unknown drugs,0 feet to 1 feet,Male,Asian,35,Medium,5'7'' to 5'9'',No,No,Yes
FTN2016-0585,None detected,0 feet to 1 feet,Male,Black,24,Medium,5'4'' to 5'6'',No,No,No
FTN2017-0303,Unknown ,1 feet to 3 feet ,Male ,Black ,21 ,Unknown,Unknown,No ,No ,Yes 
FTN2017-0303, Unknown, 1 feet to 3 feet, Male, Black, 24,Unknown,Unknown, No, No, Yes
FTN2024-0040,None detected,1 feet to 3 feet,Male,Black,17,Small,5'7'' to 5'9'',No,No,No
FTN2018-0233,Unknown,0 feet to 1 feet,Female,Black,23,Small,5'4'' to 5'6'',Yes,Yes,Yes
FTN2017-0458,None detected ,7 feet to 10 feet ,Male ,Black ,22 ,Large ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2017-0458, None detected, 7 feet to 10 feet, Male, Black, 21, Large, 5'7'' to 5'9'', No, No, Yes
FTN2020-0017,None detected,4 feet to 6 feet,Male,Black,18,Small,5'10'' to 6'0'',No,No,Yes
FTN2018-0269,Unknown ,7 feet to 10 feet ,Male ,Black ,34 ,Unknown,Unknown,No ,No ,No 
FTN2018-0269, Unknown , 7 feet to 10 feet , Male , Hispanic , 36 ,Unknown,Unknown, No , No , No 
FTN2018-0269, Unknown, 7 feet to 10 feet, Male, Hispanic, 34,Unknown,Unknown, No, No, No
FTN2018-0169,Mentally unstable,11 feet to 14 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,No,No
FTN2018-0128,Unknown,0 feet to 1 feet,Male,Black,13,Small,< 5'0'',Yes,Yes,Yes
FTN2018-0248,Alchohol,1 feet to 3 feet,Male,Black,33,Large,5'10'' to 6'0'',No,No,Yes
FTN2019-0046,Mentally unstable,0 feet to 1 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,Yes,No
FTN2018-0409,Unknown Drugs,7 feet to 10 feet,Male,Black,51,Medium,5'10'' to 6'0'',No,No,Yes
FTN2020-0340,Unknown,0 feet to 1 feet,Male,Black,27,Large,5'10'' to 6'0'',Yes,Yes,Yes
FTN2019-0185,None detected,1 feet to 3 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0207,None detected,7 feet to 10 feet,Male,Black,15,Small,5'10'' to 6'0'',No,No,Yes
FTN2017-0417,Unknown,11 feet to 14 feet,Male,Black,24,Small,> 6'3'',No,No,Yes
FTN2019-0405,Unknown,Unknown,Male,Black,55,Large,5'7'' to 5'9'',No,No,Yes
FTN2017-0618,None detected,0 feet to 1 feet,Male,Black,31,Large,5'10'' to 6'0'',No,No,Yes
FTN2019-0268,Unknown Drugs,0 feet to 1 feet,Male,White,Unknown,Medium,5'4'' to 5'6'',No,No,Yes
FTN2017-0493,Mentally unstable,0 feet to 1 feet,Male,Black,22,Large,6'1'' to 6'3'',No,No,Yes
FTN2017-0280,Unknown,4 feet to 6 feet,Male,Black,24,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2018-0455,Unknown ,1 feet to 3 feet ,Male ,Black ,16 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2018-0455, Unknown , 1 feet to 3 feet , Sex-Unk , Black , 17 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2018-0455, Unknown , 1 feet to 3 feet , Female , Black , 14 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2018-0455, Unknown , 1 feet to 3 feet , Male , Black , 18 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2018-0455, Unknown, 1 feet to 3 feet, Male, Black, 16, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2017-0647,None detected,4 feet to 6 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2019-0293,None detected,0 feet to 1 feet,Male,Black,39,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0460,None detected,11 feet to 14 feet,Male,Black,20,Large,6'1'' to 6'3'',No,No,No
FTN2017-0410,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,32,Small,5'4'' to 5'6'',Yes,No,Yes
FTN2016-0261,Unknown,1 feet to 3 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0208,Unknown,11 feet to 14 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0408,None detected,11 feet to 14 feet,Male,Black,25,Medium,6'1'' to 6'3'',No,No,Yes
FTN2020-0014,Unknown,0 feet to 1 feet,Male,White,66,Medium,5'7'' to 5'9'',Yes,No,No
FTN2018-0214,Mentally unstable,7 feet to 10 feet,Male,Black,29,Medium,5'4'' to 5'6'',Yes,Yes,No
FTN2018-0444,Unknown,4 feet to 6 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2019-0054,Unknown Drugs,0 feet to 1 feet,Male,Black,54,Medium,5'4'' to 5'6'',Yes,No,Yes
FTN2023-0139,Unknown,15 feet to 18 feet,Male,Black,Unknown,Medium,5'7'' to 5'9'',No,No,No
FTN2021-0016,Unknown,0 feet to 1 feet,Male,Black,27,Large,6'1'' to 6'3'',No,No,Yes
FTN2019-0213,None detected,7 feet to 10 feet,Male,Black,22,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0140,Unknown,7 feet to 10 feet,Male,Black,31,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2024-0138,None detected,*Direct Contact,Male,Black,32,Small,6'1'' to 6'3'',No,Yes,Yes
FTN2018-0146,Unknown ,11 feet to 14 feet ,Male ,Black ,15 ,Medium ,5'0'' to 5'3'' ,No ,No ,Yes 
FTN2018-0146, Unknown, 11 feet to 14 feet, Male, Black, 15, Medium, 5'0'' to 5'3'', No, No, Yes
FTN2019-0296,None detected,1 feet to 3 feet,Male,Black,31,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2020-0101,Unknown ,7 feet to 10 feet ,Male ,White ,41 ,Medium ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2020-0101, Unknown, 7 feet to 10 feet, Female, White, 40, Medium, 5'4'' to 5'6'', No, No, Yes
FTN2020-0013,Unknown,0 feet to 1 feet,Male,Black,20,Unknown,Unknown,No,No,Yes
FTN2019-0232,None detected,0 feet to 1 feet,Male,Black,17,Small,5'7'' to 5'9'',No,No,No
FTN2017-0406,Unknown Drugs ,0 feet to 1 feet ,Male ,Black ,31 ,Small ,5'4'' to 5'6'' ,No ,Yes ,Yes 
FTN2017-0406, Unknown Drugs, 0 feet to 1 feet, Male, Black, 23, Small, 5'4'' to 5'6'', No, Yes, Yes
FTN2019-0223,Unknown,19 feet to 21 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0388,Unknown,19 feet to 21 feet,Male,Black,0,Small,5'10'' to 6'0'',No,No,Yes
FTN2024-0108,None detected,*Direct Contact,Male,Black,35,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0091,Unknown,11 feet to 14 feet,Male,Black,13,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2017-0543,None detected,1 feet to 3 feet,Male,Black,16,Small,5'7'' to 5'9'',Yes,Yes,Yes
FTN2018-0411,Unknown,11 feet to 14 feet,Male,Black,41,Small,5'7'' to 5'9'',No,No,Yes
FTN2016-0519,Unknown,11 feet to 14 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,No,No
FTN2023-0494,Unknown,1 feet to 3 feet,Male,Hispanic,27,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2018-0312,None detected,4 feet to 6 feet,Male,Black,27,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0367,None detected,1 feet to 3 feet,Male,Black,52,Large,6'1'' to 6'3'',Yes,Yes,Yes
FTN2018-0021,Unknown,11 feet to 14 feet,Male,Black,28,Small,5'4'' to 5'6'',No,No,Yes
FTN2018-0359,None detected,0 feet to 1 feet,Male,Black,21,XLarge,5'7'' to 5'9'',No,No,Yes
FTN2016-0048,None detected,0 feet to 1 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0406,Unknown,7 feet to 10 feet,Male,Black,34,Small,5'0'' to 5'3'',No,No,Yes
FTN2019-0087,Unknown,0 feet to 1 feet,Male,Black,22,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0391,Unknown,4 feet to 6 feet,Male,Black,43,Large,6'1'' to 6'3'',Yes,Yes,Yes
FTN2021-0144,Mentally unstable,11 feet to 14 feet,Male,White,20,Medium,5'10'' to 6'0'',Yes,Yes,No
FTN2017-0390,None detected,15 feet to 18 feet,Female,Black,Unknown,Medium,5'4'' to 5'6'',No,No,No
FTN2017-0363,Unknown,0 feet to 1 feet,Male,Black,32,Small,5'7'' to 5'9'',No,Yes,Yes
FTN2022-0009,None detected,1 feet to 3 feet,Male,Black,34,Large,5'7'' to 5'9'',No,No,No
FTN2016-0218,Mentally unstable,0 feet to 1 feet,Male,Black,14,Medium,5'7'' to 5'9'',No,Yes,No
FTN2017-0530,Unknown,Unknown,Male,White,43,Unknown,Unknown,No,No,Yes
FTN2019-0277,Mentally unstable,1 feet to 3 feet,Female,Asian,Unknown,Medium,5'0'' to 5'3'',No,Yes,No
FTN2019-0281,Mentally unstable,0 feet to 1 feet,Male,Black,27,Medium,5'4'' to 5'6'',No,No,No
FTN2019-0017,None detected,4 feet to 6 feet,Male,Black,36,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2019-0047,Unknown,1 feet to 3 feet,Male,Black,64,Large,5'10'' to 6'0'',No,No,Yes
FTN2018-0096,Unknown ,15 feet to 18 feet ,Female ,Black ,17 ,Small ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2018-0096, Unknown , 15 feet to 18 feet , Female , Black , 16 , Small , 5'4'' to 5'6'' , No , No , Yes 
FTN2018-0096, Unknown, 15 feet to 18 feet, Female, Black, 15, Small, 5'4'' to 5'6'', No, No, Yes
FTN2021-0368,Unknown,1 feet to 3 feet,Male,Black,31,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0054,Mentally unstable,1 feet to 3 feet,Male,Black,26,Medium,5'10'' to 6'0'',No,Yes,No
FTN2019-0387,Alchohol,0 feet to 1 feet,Male,White,25,Medium,5'4'' to 5'6'',No,No,Yes
FTN2019-0068,Mentally unstable,0 feet to 1 feet,Male,White,59,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0163,Unknown,11 feet to 14 feet,Male,Black,59,Small,5'7'' to 5'9'',No,No,Yes
FTN2018-0453,Unknown,0 feet to 1 feet,Female,Black,35,Medium,5'4'' to 5'6'',Yes,No,Yes
FTN2024-0075,Unknown,0 feet to 1 feet,Male,Black,56,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2017-0603,None detected,11 feet to 14 feet,Male,Black,24,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2019-0171,Unknown Drugs,0 feet to 1 feet,Male,Black,46,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2019-0023,None detected,0 feet to 1 feet,Male,Black,51,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2017-0311,None detected,4 feet to 6 feet,Male,White,30,Medium,5'10'' to 6'0'',No,No,Yes
FTN2019-0307,Mentally unstable,0 feet to 1 feet,Male,Black,26,Medium,6'1'' to 6'3'',No,No,Yes
FTN2018-0004,Unknown,0 feet to 1 feet,Male,Black,24,XLarge,6'1'' to 6'3'',No,No,No
FTN2019-0104,Unknown ,7 feet to 10 feet ,Male ,Black ,41 ,Medium ,5'7'' to 5'9'' ,Yes ,Yes ,Yes 
FTN2019-0104, Unknown , 7 feet to 10 feet , Male , Black , 43 , Medium , 5'7'' to 5'9'' , Yes , Yes , Yes 
FTN2019-0104, Unknown, 7 feet to 10 feet, Male, Black, 22, Medium, 5'7'' to 5'9'', Yes, Yes, Yes
FTN2018-0147,None detected,1 feet to 3 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2020-0346,Alchohol,1 feet to 3 feet,Male,White,36,Small,5'4'' to 5'6'',No,No,Yes
FTN2020-0328,Mentally unstable,1 feet to 3 feet,Male,Black,26,Large,6'1'' to 6'3'',No,Yes,Yes
FTN2021-0299,None detected,4 feet to 6 feet,Male,Black,0,Medium,5'4'' to 5'6'',No,No,Yes
FTN2022-0007,Unknown Drugs,7 feet to 10 feet,Male,Black,38,Large,5'10'' to 6'0'',Yes,Yes,Yes
FTN2018-0172,Mentally unstable,1 feet to 3 feet,Male,Black,0,Medium,5'7'' to 5'9'',Yes,Yes,No
FTN2022-0085,Unknown,7 feet to 10 feet,Male,Black,49,Small,5'4'' to 5'6'',No,No,Yes
FTN2022-0086,None detected,15 feet to 18 feet,Male,Black,35,Medium,5'10'' to 6'0'',No,No,Yes
