PIB File Number,Use of Force Type,Use of Force Level,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Officer Injured
FTN2020-0066,Takedown (w/injury),L2,Yes,White,Male,49,26,No
FTN2019-0113,Firearm (Exhibited),L1,Yes,Black,Male,49,26,No
FTN2017-0059,Firearm (Exhibited),L1,Yes,Black,Male,49,26,No
FTN2016-0526,Hands,L1,Yes,Black,Male,49,26,No
FTN2020-0300,Hands,L1,Yes,Black,Male,50,26,No
FTN2021-0203,Firearm (Exhibited),L1,Yes,White,Male,50,26,No
FTN2018-0347,Hands,L1,Yes,Black,Male,50,26,No
FTN2020-0025,Hands,L1,No,Black,Male,50,26,No
FTN2020-0025,Takedown (no injury),L1,Yes,Black,Male,50,26,No
FTN2021-0171,Firearm (Exhibited),L1,No,White,Male,50,26,No
FTN2024-0029,Firearm (Exhibited),L1,Yes,Hispanic,Male,50,26,No
FTN2020-0312,Force (Escort Tech),L1,Yes,Black,Male,50,26,Yes
FTN2020-0315,Hands,L1,Yes,Black,Male,50,26,No
FTN2021-0093,Firearm (Exhibited),L1,Yes,White,Male,50,26,No
FTN2016-0178,Hands,L1,Yes,Black,Male,50,26,No
FTN2017-0259,Firearm (Exhibited),L1,Yes,Black,Male,50,26,No
FTN2016-0240,CEW Exhibited/Laser,L1,Yes,Black,Male,50,26,No
FTN2017-0192,Firearm (Exhibited),L1,Yes,Black,Male,50,26,No
FTN2017-0299,CEW Deployment,L2,No,Black,Male,50,26,No
FTN2021-0180,CEW Deployment,L2,No,White,Male,51,26,No
FTN2021-0121,Takedown (no injury),L1,Yes,Black,Male,51,26,No
FTN2021-0057,Takedown (w/injury),L2,Yes,Black,Male,51,26,No
FTN2019-0100,Takedown (w/injury),L2,Yes,White,Male,51,26,Yes
FTN2022-0054,Hands (with injury),L2,Yes,White,Male,51,26,No
FTN2023-0056,Firearm (Exhibited),L1,Yes,Black,Male,51,26,No
FTN2019-0283,Firearm (Exhibited),L1,Yes,Black,Male,52,26,No
FTN2019-0217,Firearm (Exhibited),L1,Yes,Black,Male,52,26,No
FTN2019-0073,Firearm (Exhibited),L1,Yes,Black,Male,52,26,No
FTN2019-0073,Takedown (no injury),L1,Yes,Black,Male,52,26,No
FTN2017-0448,Hands,L1,Yes,White,Male,52,26,No
FTN2024-0132,Force (Escort Tech),L1,Yes,Black,Male,52,26,No
FTN2022-0327,Other,L1,Yes,Black,Male,52,26,No
FTN2018-0286,Force (Escort Tech),L1,Yes,White,Male,53,26,No
FTN2023-0085,Firearm (Exhibited),L1,Yes,White,Male,53,26,No
FTN2017-0191,Force (Take Down),L2,Yes,Black,Male,54,26,No
FTN2017-0387,Force (Take Down),L2,Yes,Black,Male,54,26,No
FTN2018-0107,Other,L1,Yes,White,Male,54,26,No
FTN2023-0511,Firearm (Exhibited),L1,Yes,White,Male,54,26,No
FTN2022-0310,Hands,L1,Yes,White,Male,54,26,No
FTN2023-0231,Firearm (Exhibited),L1,Yes,White,Male,54,26,No
FTN2023-0444,Hands,L1,Yes,Black,Male,54,26,No
FTN2017-0106,Force (Take Down),L2,Yes,Black,Male,54,26,No
FTN2017-0116,Hands,L1,Yes,Black,Male,54,26,No
FTN2018-0118,Firearm (Exhibited),L1,Yes,Black,Male,55,26,No
FTN2023-0121,Hands,L1,Yes,Black,Male,55,26,No
FTN2019-0092,Force (Take Down),L2,Yes,Black,Male,56,26,No
FTN2024-0104,Force (Take Down),L2,Yes,Black,Male,56,26,No
FTN2023-0479,Firearm (Exhibited),L1,Yes,Black,Male,57,26,No
FTN2024-0061,Hands,L1,No,Black,Male,58,26,No
FTN2024-0061,Head Strike (No Wep),L3,Yes,Black,Male,58,26,No
FTN2021-0405,Hands,L1,Yes,Black,Male,59,26,No
FTN2017-0608,CEW Exhibited/Laser,L1,Yes,Black,Male,60,26,No
FTN2022-0319,Hands,L1,Yes,Black,Male,60,26,No
FTN2018-0357,Takedown (no injury),L1,Yes,Black,Male,61,26,No
FTN2023-0203,Takedown (w/injury),L2,Yes,Black,Male,61,26,Yes
FTN2024-0012,Takedown (no injury),L1,Yes,Black,Male,61,26,No
FTN2016-0163,Hands,L1,Yes,Black,Male,40,27,Yes
FTN2016-0567,Hands,L1,Yes,Black,Male,40,27,Yes
FTN2017-0085,CEW Exhibited/Laser,L1,Yes,Black,Male,41,27,No
FTN2017-0085,Hands,L1,Yes,Black,Male,41,27,No
FTN2017-0204,Force (Escort Tech),L1,Yes,Black,Male,41,27,No
FTN2016-0650,CEW Exhibited/Laser,L1,Yes,White,Male,42,27,No
FTN2016-0636,Firearm (Exhibited),L1,No,White,Male,42,27,No
FTN2016-0642,Handcuffed Subject,L4,Yes,White,Male,42,27,Yes
FTN2016-0313,CEW Exhibited/Laser,L1,Yes,White,Male,42,27,No
FTN2016-0328,CEW Exhibited/Laser,L1,No,White,Male,42,27,No
FTN2016-0328,Firearm (Exhibited),L1,No,White,Male,42,27,No
FTN2016-0328,Hands,L1,Yes,White,Male,42,27,No
FTN2016-0161,CEW Exhibited/Laser,L1,No,White,Male,42,27,No
FTN2016-0161,Hands,L1,Yes,White,Male,42,27,No
FTN2016-0578,Firearm (Exhibited),L1,Yes,White,Male,42,27,No
FTN2016-0548,Force (Take Down),L2,Yes,White,Male,42,27,No
FTN2016-0051,Force (Take Down),L2,Yes,White,Male,42,27,No
FTN2016-0271,Firearm (Exhibited),L1,Yes,White,Male,42,27,No
FTN2016-0452,Firearm (Exhibited),L1,Yes,White,Male,42,27,No
FTN2016-0471,Force (Take Down),L2,Yes,White,Male,42,27,No
FTN2016-0477,CEW Exhibited/Laser,L1,Limited,White,Male,42,27,No
FTN2016-0477,Firearm (Exhibited),L1,No,White,Male,42,27,No
FTN2017-0506,Firearm (Exhibited),L1,No,White,Male,43,27,No
FTN2017-0363,CEW Deployment,L2,Yes,White,Male,43,27,No
FTN2017-0559,Firearm (Exhibited),L1,Yes,White,Male,43,27,No
FTN2017-0203,CEW Exhibited/Laser,L1,Limited,White,Male,43,27,No
FTN2017-0203,Force (Escort Tech),L1,No,White,Male,43,27,No
FTN2017-0300,Firearm (Exhibited),L1,Yes,White,Male,43,27,No
FTN2017-0619,Firearm (Exhibited),L1,Yes,White,Male,43,27,No
FTN2017-0178,Firearm (Exhibited),L1,Yes,White,Male,43,27,No
FTN2017-0478,Hands,L1,Yes,Black,Male,44,27,No
FTN2018-0086,Force (Take Down),L2,Yes,White,Male,44,27,No
FTN2018-0248,Hands,L1,Yes,White,Male,44,27,No
FTN2018-0248,Takedown (no injury),L1,Yes,White,Male,44,27,No
FTN2018-0297,Hands,L1,Yes,White,Male,44,27,Yes
FTN2018-0324,Hands,L1,Yes,White,Male,44,27,No
FTN2017-0136,CEW Exhibited/Laser,L1,No,Black,Male,44,27,No
FTN2021-0337,Firearm (Exhibited),L1,Yes,Black,Male,45,27,No
FTN2018-0245,Force (Escort Tech),L1,Yes,Black,Male,45,27,No
FTN2018-0245,Hands,L1,Yes,Black,Male,45,27,No
FTN2021-0388,Hands (with injury),L2,Yes,Black,Male,45,27,No
FTN2018-0274,Hands,L1,Yes,Black,Male,45,27,No
FTN2019-0391,CEW Deployment,L2,Limited,White,Male,45,27,No
FTN2019-0338,Firearm (Exhibited),L1,Yes,White,Male,45,27,No
FTN2019-0224,Force (Defense Tech),L2,No,Black,Male,46,27,No
FTN2019-0224,Takedown (w/injury),L2,Yes,Black,Male,46,27,No
FTN2020-0388,Hands,L1,Yes,White,Male,46,27,No
FTN2016-0257,Firearm (Exhibited),L1,Yes,Black,Male,46,27,No
FTN2016-0154,Firearm (Exhibited),L1,Yes,Black,Male,46,27,No
FTN2016-0214,Firearm (Exhibited),L1,Yes,Black,Male,46,27,No
FTN2018-0309,Firearm (Exhibited),L1,Yes,White,Male,46,27,No
FTN2016-0464,Firearm (Exhibited),L1,Yes,Black,Male,47,27,No
FTN2024-0165,Takedown (no injury),L1,Yes,Black,Female,48,27,No
FTN2017-0191,Force (Take Down),L2,Yes,Black,Male,49,27,No
FTN2020-0021,Takedown (no injury),L1,Yes,Black,Male,49,27,No
FTN2018-0170,Firearm (Exhibited),L1,Yes,Black,Male,49,27,No
FTN2016-0546,Hands,L1,Yes,Hispanic,Male,49,27,No
FTN2016-0202,Force (Take Down),L2,Yes,Hispanic,Male,49,27,No
FTN2017-0015,Firearm (Exhibited),L1,Yes,Hispanic,Male,50,27,No
FTN2019-0092,Force (Take Down),L2,Yes,Black,Male,51,27,No
FTN2022-0052,Takedown (no injury),L1,Yes,White,Male,51,27,No
FTN2019-0155,Hands,L1,Yes,Black,Male,51,27,No
FTN2016-0523,Firearm (Exhibited),L1,Yes,Hispanic,Male,51,27,No
FTN2016-0311,Hands,L1,Yes,Hispanic,Male,51,27,No
FTN2017-0413,Force (Take Down),L2,No,Hispanic,Male,52,27,No
FTN2017-0127,Firearm (Exhibited),L1,Yes,White,Female,52,27,No
FTN2018-0111,CEW Deployment,L2,No,White,Male,52,27,No
FTN2019-0231,Firearm (Exhibited),L1,Yes,White,Male,53,27,No
FTN2023-0265,Firearm (Exhibited),L1,Yes,Black,Male,53,27,No
FTN2023-0205,Hands,L1,Yes,Black,Male,53,27,No
FTN2018-0127,Hands,L1,Yes,White,Male,54,27,No
FTN2022-0291,Hands,L1,Yes,Black,Male,54,27,No
FTN2022-0389,Baton (non-strike),L1,Yes,Black,Male,54,27,No
FTN2022-0389,Hands,L1,No,Black,Male,54,27,No
FTN2016-0183,Other,L2,No,White,Male,54,27,Yes
FTN2016-0075,Hands,L1,Yes,White,Male,54,27,No
FTN2016-0541,Hands,L1,Yes,White,Male,54,27,No
FTN2016-0514,Force (Take Down),L2,Yes,White,Male,54,27,No
FTN2016-0350,Force (Escort Tech),L1,Yes,White,Male,54,27,No
FTN2016-0350,Hands,L1,No,White,Male,54,27,No
FTN2016-0446,Force (Take Down),L2,Yes,White,Male,54,27,No
FTN2016-0486,Hands,L1,Yes,White,Male,54,27,No
FTN2021-0339,Hands,L1,Yes,White,Male,55,27,No
FTN2021-0339,Takedown (no injury),L1,Yes,White,Male,55,27,No
FTN2016-0154,Firearm (Exhibited),L1,Yes,Black,Male,55,27,No
FTN2016-0296,Head Strike (No Wep),L3,Yes,Hispanic,Male,55,27,No
FTN2018-0295,Hands,L1,Yes,White,Male,56,27,No
FTN2024-0156,Baton (strike),L3,Yes,Black,Male,56,27,No
FTN2023-0116,Hands,L1,Yes,Black,Female,56,27,No
FTN2024-0156,Hands,L1,Yes,Black,Male,56,27,No
FTN2018-0387,Head Strike (No Wep),L3,No,Hispanic,Male,57,27,No
FTN2022-0084,CEW Deployment,L2,No,White,Female,57,27,No
FTN2020-0025,Hands,L1,Yes,White,Male,58,27,No
FTN2020-0025,Takedown (no injury),L1,Yes,White,Male,58,27,No
FTN2020-0264,Hands,L1,No,White,Male,58,27,Yes
FTN2020-0027,Force (Escort Tech),L1,Yes,White,Male,58,27,No
FTN2023-0065,Hands,L1,No,White,Female,58,27,No
FTN2023-0065,CEW Deployment,L2,No,White,Female,58,27,No
FTN2023-0346,Hands,L1,Yes,White,Female,58,27,No
FTN2020-0315,Hands,L1,Yes,Hispanic,Male,59,27,No
FTN2022-0400,Firearm (Exhibited),L1,Yes,White,Male,60,27,No
FTN2023-0523,Hands,L1,Yes,White,Male,61,27,No
FTN2023-0365,Hands,L1,Yes,White,Male,61,27,No
FTN2023-0243,Takedown (no injury),L1,Yes,White,Male,61,27,No
FTN2023-0191,Takedown (no injury),L1,Yes,White,Male,61,27,No
FTN2024-0156,Hands,L1,Yes,White,Male,62,27,No
FTN2024-0156,Takedown (no injury),L1,Yes,White,Male,62,27,No
FTN2024-0002,Force (Take Down),L2,Yes,Black,Male,63,27,No
FTN2017-0470,Firearm (Exhibited),L1,Yes,Black,Male,45,28,No
FTN2017-0381,Firearm (Exhibited),L1,No,Black,Male,45,28,No
FTN2017-0228,Hands,L1,Yes,Black,Male,45,28,No
FTN2019-0317,Firearm (Exhibited),L1,Yes,Black,Male,47,28,No
FTN2017-0511,Hands,L1,Yes,Black,Male,47,28,No
FTN2017-0553,Force (Take Down),L2,Yes,Black,Male,47,28,No
FTN2016-0418,Hands,L1,Yes,Black,Male,47,28,No
FTN2017-0358,Force (Take Down),L2,Yes,Black,Male,47,28,No
FTN2020-0387,Firearm (Exhibited),L1,Yes,Black,Male,48,28,No
FTN2016-0510,CEW Exhibited/Laser,L1,No,Black,Female,48,28,No
FTN2017-0071,Firearm (Exhibited),L1,Yes,White,Male,49,28,No
FTN2018-0141,Hands,L1,Yes,Black,Female,50,28,No
FTN2018-0358,Hands,L1,Yes,Black,Female,50,28,No
FTN2020-0002,Hands,L1,Yes,Black,Male,50,28,No
FTN2020-0312,Force (Escort Tech),L1,Yes,Black,Male,50,28,No
FTN2022-0261,Takedown (no injury),L1,Yes,Black,Male,50,28,No
FTN2019-0234,Hands,L1,Yes,Black,Female,51,28,No
FTN2021-0139,Hands,L1,Yes,Black,Male,51,28,No
FTN2020-0166,Firearm (Exhibited),L1,Yes,White,Male,52,28,No
FTN2021-0254,Takedown (no injury),L1,Yes,Black,Female,53,28,Yes
FTN2021-0234,Hands,L1,Yes,Black,Female,53,28,Yes
FTN2021-0182,Hands,L1,Yes,Black,Female,53,28,No
FTN2016-0480,Force (Defense Tech),L2,Yes,Black,Male,53,28,No
FTN2019-0275,Hands,L1,Yes,White,Male,55,28,Yes
FTN2018-0230,Handcuffed Subject,L4,No,Black,Male,55,28,Yes
FTN2016-0647,Firearm (Exhibited),L1,No,White,Male,46,29,No
FTN2016-0546,Hands,L1,Yes,Black,Male,46,29,No
FTN2016-0014,CEW Deployment,L2,Yes,Black,Male,46,29,No
FTN2016-0015,Force (Take Down),L2,Yes,Black,Male,46,29,No
FTN2016-0339,Firearm (Exhibited),L1,Yes,White,Male,46,29,No
FTN2017-0592,Firearm (Exhibited),L1,Yes,White,Male,47,29,No
FTN2017-0004,Firearm (Exhibited),L1,Yes,White,Male,47,29,No
FTN2016-0595,CEW Deployment,L2,No,White,Male,47,29,Yes
FTN2016-0128,Firearm (Exhibited),L1,Yes,White,Male,47,29,No
FTN2017-0039,Firearm (Exhibited),L1,Yes,White,Male,47,29,No
FTN2017-0179,Firearm (Exhibited),L1,Yes,White,Male,47,29,No
FTN2018-0093,Takedown (w/injury),L2,Yes,Black,Male,48,29,No
FTN2018-0191,Force (Take Down),L2,Yes,Black,Male,48,29,No
FTN2017-0466,Hands,L1,Yes,White,Male,48,29,No
FTN2017-0388,Hands,L1,Yes,White,Male,48,29,Yes
FTN2019-0177,Firearm (Exhibited),L1,Yes,White,Male,49,29,No
FTN2020-0351,Takedown (no injury),L1,Yes,Black,Male,49,29,No
FTN2016-0105,Hands,L1,Yes,Black,Female,49,29,No
FTN2016-0437,Firearm (Exhibited),L1,No,Black,Male,49,29,No
FTN2017-0354,Force (Take Down),L2,Yes,Black,Female,50,29,No
FTN2021-0231,Takedown (no injury),L1,Yes,White,Male,51,29,No
FTN2016-0049,Hands,L1,Yes,Black,Male,51,29,No
FTN2020-0215,Other,L1,Yes,White,Male,51,29,No
FTN2016-0453,Firearm (Exhibited),L1,Yes,Black,Male,51,29,No
FTN2016-0633,Firearm (Exhibited),L1,Yes,Black,Male,51,29,No
FTN2021-0153,Force (Neck Holds),L4,No,White,Male,52,29,No
FTN2022-0408,Hands,L1,Yes,White,Male,52,29,No
FTN2020-0021,Force (Escort Tech),L1,Yes,Black,Female,53,29,No
FTN2024-0088,Distraction Device,L2,Yes,White,Male,54,29,No
FTN2024-0097,Firearm (Exhibited),L1,Yes,White,Male,54,29,No
FTN2019-0234,Takedown (no injury),L1,Yes,Black,Male,56,29,No
FTN2020-0225,CEW Deployment,L2,No,Black,Male,57,29,No
FTN2021-0317,Hands,L1,No,Black,Male,58,29,Yes
FTN2022-0443,Firearm (Exhibited),L1,Yes,White,Male,59,29,No
FTN2021-0347,Force (Take Down),L2,Yes,Black,Male,22,3,No
FTN2022-0319,Hands,L1,Yes,Black,Female,22,3,No
FTN2022-0067,Firearm (Exhibited),L1,Yes,Black,Male,23,3,No
FTN2021-0194,Firearm (Exhibited),L1,Yes,White,Male,23,3,No
FTN2021-0323,Hands,L1,No,White,Male,23,3,Yes
FTN2021-0195,Hands (with injury),L2,Yes,White,Male,23,3,No
FTN2021-0196,Firearm (Exhibited),L1,Yes,White,Male,23,3,No
FTN2023-0300,Firearm (Exhibited),L1,Yes,Black,Female,23,3,No
FTN2023-0168,Firearm (Exhibited),L1,Yes,Black,Female,23,3,No
FTN2022-0160,Takedown (no injury),L1,No,Black,Male,23,3,No
FTN2022-0162,Hands,L1,Yes,Black,Male,23,3,No
FTN2022-0193,Takedown (no injury),L1,Yes,Black,Male,23,3,No
FTN2022-0332,Firearm (Exhibited),L1,No,Black,Male,23,3,No
FTN2022-0369,Hands,L1,Yes,Black,Male,23,3,No
FTN2022-0370,Hands,L1,Yes,Black,Male,23,3,No
FTN2022-0155,Firearm (Exhibited),L1,Yes,Black,Male,23,3,No
FTN2022-0268,Firearm (Exhibited),L1,Yes,Black,Male,23,3,No
FTN2022-0060,Firearm (Exhibited),L1,Yes,White,Male,24,3,No
FTN2023-0046,Takedown (no injury),L1,Yes,Black,Male,24,3,No
FTN2023-0141,Firearm (Exhibited),L1,Yes,Black,Male,24,3,No
FTN2023-0503,Hands,L1,Yes,Black,Male,24,3,No
FTN2023-0028,Firearm (Exhibited),L1,Yes,Black,Male,24,3,No
FTN2022-0182,Hands,L1,Yes,Black,Male,24,3,No
FTN2023-0266,Firearm (Exhibited),L1,Yes,Black,Male,24,3,No
FTN2022-0433,Hands,L1,Yes,Black,Male,24,3,No
FTN2023-0015,Firearm (Exhibited),L1,No,Black,Male,24,3,No
FTN2023-0045,Firearm (Exhibited),L1,No,Black,Male,24,3,No
FTN2023-0024,Takedown (no injury),L1,Yes,Black,Male,24,3,No
FTN2023-0235,Firearm (Exhibited),L1,No,Black,Male,24,3,No
FTN2022-0369,Hands,L1,Yes,Black,Male,24,3,No
FTN2022-0370,Hands,L1,Yes,Black,Male,24,3,No
FTN2022-0270,Firearm (Exhibited),L1,Yes,Black,Male,24,3,No
FTN2024-0074,Firearm (Exhibited),L1,No,Black,Male,25,3,No
FTN2024-0134,Hands,L1,Yes,Black,Male,25,3,No
FTN2024-0140,Firearm (Exhibited),L1,Yes,Black,Male,25,3,No
FTN2024-0006,Distraction Device,L2,No,Black,Male,25,3,No
FTN2023-0385,Firearm (Exhibited),L1,Yes,Black,Male,25,3,No
FTN2023-0028,Firearm (Exhibited),L1,Yes,Black,Male,25,3,No
FTN2023-0083,Hands,L1,No,Black,Male,25,3,No
FTN2023-0015,Firearm (Exhibited),L1,No,Black,Male,25,3,No
FTN2023-0045,Firearm (Exhibited),L1,No,Black,Male,25,3,No
FTN2024-0201,Firearm (Exhibited),L1,Yes,Black,Male,25,3,No
FTN2023-0013,Firearm (Exhibited),L1,No,Black,Male,25,3,No
FTN2023-0348,Force (Escort Tech),L1,Yes,Black,Male,25,3,No
FTN2021-0346,Hands,L1,Yes,Hispanic,Female,26,3,No
FTN2022-0131,Firearm (Exhibited),L1,Yes,Black,Male,26,3,No
FTN2022-0050,Force (Escort Tech),L1,No,Black,Male,26,3,No
FTN2021-0395,Force (Escort Tech),L1,No,White,Female,26,3,No
FTN2022-0156,Takedown (no injury),L1,Yes,Black,Male,26,3,No
FTN2022-0273,Takedown (no injury),L1,Yes,Black,Male,26,3,No
FTN2024-0007,Force (Take Down),L2,Yes,Black,Male,26,3,No
FTN2021-0418,Hands,L1,Yes,Hispanic,Female,26,3,No
FTN2022-0292,Hands,L1,Yes,White,Male,26,3,No
FTN2022-0483,Firearm (Exhibited),L1,Yes,Hispanic,Male,26,3,No
FTN2021-0287,Firearm (Exhibited),L1,Yes,Black,Male,27,3,No
FTN2021-0398,Firearm (Exhibited),L1,Yes,Black,Male,27,3,No
FTN2021-0389,Takedown (no injury),L1,Yes,Black,Male,27,3,No
FTN2021-0259,Handcuffed Subject,L4,Yes,White,Male,27,3,No
FTN2021-0285,Hands,L1,Yes,White,Male,27,3,No
FTN2023-0161,Takedown (no injury),L1,Yes,Black,Male,27,3,No
FTN2023-0327,Takedown (no injury),L1,Yes,Hispanic,Male,27,3,No
FTN2023-0285,Force (Escort Tech),L1,Yes,Black,Male,27,3,No
FTN2023-0219,Hands,L1,Yes,White,Male,27,3,No
FTN2023-0426,Hands,L1,Yes,Hispanic,Male,27,3,No
FTN2022-0283,Firearm (Exhibited),L1,Yes,Black,Male,28,3,No
FTN2022-0035,Takedown (no injury),L1,Yes,White,Female,28,3,No
FTN2021-0363,Firearm (Exhibited),L1,Yes,Black,Male,28,3,No
FTN2021-0262,Takedown (no injury),L1,Yes,Black,Male,28,3,No
FTN2024-0031,Hands,L1,Yes,Hispanic,Male,28,3,No
FTN2024-0132,Force (Escort Tech),L1,Yes,Hispanic,Male,28,3,No
FTN2022-0294,Hands,L1,Yes,White,Male,28,3,No
FTN2022-0294,Takedown (w/injury),L2,Yes,White,Male,28,3,No
FTN2022-0211,Hands,L1,Yes,White,Male,28,3,No
FTN2022-0300,Firearm (Exhibited),L1,Yes,White,Male,28,3,No
FTN2023-0526,Force (Escort Tech),L1,No,Black,Male,29,3,No
FTN2023-0152,Firearm (Exhibited),L1,Yes,White,Male,29,3,No
FTN2023-0257,Firearm (Exhibited),L1,Yes,White,Male,29,3,No
FTN2021-0411,Hands,L1,Yes,Black,Male,29,3,No
FTN2023-0335,Firearm (Exhibited),L1,Yes,White,Male,29,3,No
FTN2023-0390,Firearm (Exhibited),L1,Yes,White,Male,29,3,No
FTN2023-0497,Distraction Device,L2,Yes,White,Male,29,3,No
FTN2024-0123,Firearm (Exhibited),L1,Yes,Black,Male,29,3,No
FTN2023-0510,CEW Deployment,L2,Yes,White,Male,29,3,No
FTN2021-0332,Hands (with injury),L2,No,Black,Male,29,3,No
FTN2023-0382,Takedown (no injury),L1,Yes,White,Male,29,3,No
FTN2023-0183,Takedown (no injury),L1,Yes,White,Male,29,3,No
FTN2023-0249,Firearm (Exhibited),L1,Yes,White,Male,29,3,No
FTN2024-0119,Force (Take Down),L2,Yes,Black,Male,29,3,No
FTN2024-0187,Hands,L1,Yes,Black,Male,29,3,No
FTN2023-0364,Takedown (w/injury),L2,Yes,White,Male,29,3,No
FTN2023-0354,Hands,L1,Yes,White,Male,29,3,No
FTN2023-0508,Firearm (Exhibited),L1,Yes,White,Male,29,3,No
FTN2022-0125,Hands,L1,Yes,Black,Male,30,3,No
FTN2024-0205,Rifle (Pointed),L1,Yes,White,Male,30,3,No
FTN2024-0199,Firearm (Exhibited),L1,Yes,White,Male,30,3,No
FTN2024-0088,Distraction Device,L2,Yes,White,Male,30,3,No
FTN2024-0026,Firearm (Exhibited),L1,No,White,Male,30,3,No
FTN2024-0201,Firearm (Exhibited),L1,Yes,White,Male,30,3,No
FTN2021-0266,Hands,L1,Yes,Hispanic,Male,31,3,No
FTN2021-0149,Hands,L1,Yes,Hispanic,Male,31,3,No
FTN2021-0316,Hands,L1,Yes,Hispanic,Male,31,3,No
FTN2023-0517,Firearm (Exhibited),L1,Yes,Hispanic,Male,31,3,No
FTN2023-0424,Hands,L1,Yes,Hispanic,Male,31,3,No
FTN2024-0099,Firearm (Exhibited),L1,Yes,Hispanic,Male,32,3,No
FTN2021-0233,Hands,L1,Yes,Hispanic,Female,33,3,No
FTN2021-0373,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,33,3,No
FTN2022-0428,Hands,L1,Yes,Asian/Pacific Islander,Male,34,3,No
FTN2022-0380,Firearm (Exhibited),L1,No,Hispanic,Male,34,3,No
FTN2023-0059,Hands,L1,Yes,Hispanic,Male,35,3,No
FTN2022-0277,CEW Deployment,L2,No,Black,Male,35,3,No
FTN2023-0483,Firearm (Exhibited),L1,Yes,Asian/Pacific Islander,Male,35,3,No
FTN2022-0267,Hands,L1,Yes,Black,Male,35,3,No
FTN2024-0185,Takedown (no injury),L1,Yes,Asian/Pacific Islander,Male,36,3,No
FTN2023-0286,Hands,L1,Yes,Black,Male,36,3,No
FTN2023-0424,Hands,L1,Yes,Black,Male,36,3,No
FTN2024-0099,Firearm (Exhibited),L1,Yes,Black,Male,37,3,No
FTN2021-0287,Firearm (Exhibited),L1,Yes,White,Male,38,3,No
FTN2022-0054,Hands (with injury),L2,Yes,White,Male,38,3,No
FTN2022-0267,Hands,L1,No,Black,Female,39,3,No
FTN2022-0267,Takedown (no injury),L1,No,Black,Female,39,3,No
FTN2023-0495,CEW Deployment,L2,Yes,Black,Female,40,3,No
FTN2023-0402,Hands (with injury),L2,Yes,Black,Female,40,3,No
FTN2023-0488,Firearm (Exhibited),L1,Yes,Black,Female,40,3,No
FTN2023-0472,Force (Escort Tech),L1,Yes,Black,Female,40,3,No
FTN2023-0261,Firearm (Exhibited),L1,Yes,Black,Female,40,3,No
FTN2021-0341,Firearm (Exhibited),L1,Yes,White,Male,41,3,No
FTN2021-0259,Hands,L1,Yes,White,Male,41,3,Yes
FTN2024-0059,Hands,L1,Yes,Black,Female,41,3,No
FTN2022-0039,Firearm (Exhibited),L1,Yes,White,Male,42,3,No
FTN2022-0288,Hands,L1,Yes,White,Male,42,3,No
FTN2022-0306,Hands,L1,Yes,White,Male,42,3,No
FTN2023-0244,Firearm (Exhibited),L1,Yes,White,Male,43,3,No
FTN2023-0508,Firearm (Exhibited),L1,Yes,White,Male,43,3,No
FTN2022-0412,Takedown (no injury),L1,Yes,Unknown,Female,43,3,No
FTN2022-0141,Hands,L1,Yes,Unknown,Female,43,3,No
FTN2022-0275,Hands,L1,Yes,Unknown,Female,43,3,No
FTN2023-0204,Hands,L1,Yes,Unknown,Female,44,3,No
FTN2023-0531,Hands (with injury),L2,Yes,Unknown,Female,44,3,No
FTN2023-0342,Force (Take Down),L2,No,Unknown,Female,44,3,No
FTN2022-0489,Takedown (no injury),L1,Yes,White,Male,49,3,No
FTN2022-0123,Takedown (no injury),L1,Yes,White,Male,49,3,No
FTN2022-0361,Firearm (Exhibited),L1,Yes,White,Male,49,3,No
FTN2022-0464,Force (Take Down),L2,Yes,White,Male,49,3,No
FTN2022-0311,Firearm (Exhibited),L1,No,White,Male,49,3,No
FTN2022-0473,Hands (with injury),L2,Yes,White,Male,49,3,No
FTN2022-0362,Force (Take Down),L2,Yes,White,Male,49,3,No
FTN2022-0322,Firearm (Exhibited),L1,No,White,Male,49,3,No
FTN2022-0322,CEW Deployment,L2,Yes,White,Male,49,3,No
FTN2022-0377,Hands,L1,Yes,White,Male,49,3,No
FTN2022-0455,Hands,L1,Yes,White,Male,49,3,No
FTN2023-0090,Takedown (no injury),L1,Yes,White,Male,50,3,No
FTN2023-0246,Firearm (Exhibited),L1,Yes,White,Male,50,3,No
FTN2023-0430,Hands,L1,Yes,White,Male,50,3,No
FTN2023-0270,Hands,L1,Yes,White,Male,50,3,No
FTN2023-0270,Takedown (no injury),L1,Yes,White,Male,50,3,No
FTN2024-0155,Force (Take Down),L2,Yes,White,Male,50,3,No
FTN2023-0072,Hands,L1,Yes,White,Male,50,3,No
FTN2023-0079,Hands,L1,No,White,Male,50,3,Yes
FTN2023-0079,CEW Deployment,L2,Yes,White,Male,50,3,Yes
FTN2023-0180,Hands,L1,Yes,White,Male,50,3,No
FTN2023-0345,Takedown (no injury),L1,Yes,White,Male,50,3,No
FTN2024-0055,Hands,L1,No,White,Male,51,3,No
FTN2024-0125,Hands,L1,Yes,White,Male,51,3,No
FTN2024-0125,Takedown (no injury),L1,Yes,White,Male,51,3,No
FTN2016-0527,Force (Take Down),L2,Yes,Black,Male,54,3,No
FTN2017-0550,Firearm (Exhibited),L1,Yes,Black,Male,55,3,No
